,y_test,y_pred,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_n_days,avg_total_sum_clicks,year,semester,overall_total_clicks
13456,0,0,3,1,10,2,6,0,0,60,0,94,2.274939172749392,2013,1,213.84428223844284
11566,1,1,3,0,8,2,1,1,0,60,0,7,2.4473684210526314,2013,0,17.13157894736842
26864,0,0,6,0,3,0,3,0,0,30,0,51,2.6724137931034484,2013,1,136.29310344827587
17087,1,1,4,1,11,0,4,1,0,90,0,5,3.1379310344827585,2013,1,15.689655172413792
4308,0,0,1,0,6,1,6,0,0,75,0,99,2.4346701164294955,2014,0,241.03234152652004
6576,0,0,1,0,2,0,4,1,0,60,0,63,4.792857142857143,2014,1,301.95
25753,0,0,5,1,3,0,1,0,0,60,0,84,4.9227642276422765,2014,1,413.5121951219512
26156,0,0,5,1,6,2,0,1,0,60,0,163,4.782535684298908,2014,1,779.5533165407221
4760,1,0,1,0,12,0,0,0,0,60,0,38,2.3181818181818183,2014,0,88.0909090909091
1952,0,0,1,0,10,1,6,0,0,120,0,97,2.1335403726708075,2013,0,206.95341614906832
2449,0,0,1,1,0,0,2,1,2,60,0,85,2.193452380952381,2013,1,186.44345238095238
11355,0,0,3,1,0,1,2,1,0,150,0,101,2.47985347985348,2013,0,250.46520146520146
13396,1,1,3,1,11,2,7,0,0,60,0,32,2.438202247191011,2013,1,78.02247191011236
14485,1,1,3,1,12,0,2,0,0,60,0,17,1.8837209302325582,2014,0,32.02325581395349
19775,0,0,5,1,3,2,1,1,1,120,0,108,3.915862068965517,2013,0,422.9131034482758
27649,1,0,6,0,8,0,7,1,0,30,1,20,2.9545454545454546,2013,1,59.09090909090909
10515,1,1,2,1,0,0,4,1,0,120,0,25,5.065789473684211,2014,1,126.64473684210526
10033,1,1,2,0,3,0,1,0,0,60,0,7,2.4482758620689653,2014,1,17.137931034482758
26300,1,0,5,1,10,0,9,0,0,90,0,45,3.8492063492063493,2014,1,173.21428571428572
17571,0,0,4,1,4,0,1,0,0,60,0,192,3.8857142857142857,2013,1,746.0571428571428
19101,0,0,4,1,8,1,5,0,0,60,0,187,4.4083650190114065,2014,1,824.364258555133
27565,1,1,6,0,0,3,2,0,0,60,0,5,3.5,2013,1,17.5
10542,0,0,2,1,8,0,9,0,0,60,0,45,2.834437086092715,2014,1,127.54966887417218
2304,1,1,1,0,10,2,2,0,1,120,0,5,2.625,2013,1,13.125
10578,1,1,2,1,11,0,1,0,0,120,1,3,2.5714285714285716,2014,1,7.714285714285715
6086,0,0,1,0,3,1,2,0,0,60,0,81,4.519607843137255,2014,1,366.0882352941176
2255,0,0,1,0,1,1,8,1,0,120,0,161,3.677744209466264,2013,0,592.1168177240685
13229,1,0,3,0,5,0,9,0,0,180,0,64,2.1714285714285713,2013,1,138.97142857142856
25967,0,0,5,1,7,2,1,0,0,60,0,115,4.518571428571429,2014,1,519.6357142857142
3432,0,0,1,0,10,2,1,0,0,60,0,68,2.7626582278481013,2013,1,187.86075949367088
24816,1,1,5,1,4,1,2,0,1,60,0,25,5.645161290322581,2014,1,141.1290322580645
21461,0,0,5,0,3,0,9,0,0,60,0,119,5.2274939172749395,2013,1,622.0717761557178
14549,1,1,3,1,6,2,9,1,1,120,0,8,2.1842105263157894,2014,0,17.473684210526315
21293,0,0,5,0,4,2,4,0,0,60,0,64,5.826883910386965,2013,1,372.9205702647658
19734,1,0,4,0,6,1,0,0,0,120,0,57,3.6925465838509317,2014,1,210.4751552795031
16085,0,1,3,1,9,0,9,0,0,60,0,28,2.2511415525114153,2014,1,63.03196347031963
4383,1,0,1,0,10,0,0,1,0,60,0,100,3.199468085106383,2014,0,319.9468085106383
11762,0,0,3,0,4,0,1,0,0,60,0,152,2.1097560975609757,2013,0,320.6829268292683
2286,1,1,1,1,0,2,0,1,2,75,0,1,6.0,2013,1,6.0
10235,1,1,2,1,0,2,0,0,0,30,0,23,2.404040404040404,2014,1,55.292929292929294
28888,1,1,6,0,3,0,5,0,0,30,0,9,2.2142857142857144,2014,1,19.92857142857143
21549,0,1,5,1,2,2,9,0,0,120,0,29,5.63265306122449,2013,1,163.3469387755102
12680,0,0,3,0,6,1,6,0,0,75,0,75,2.55919395465995,2013,1,191.93954659949623
18656,1,0,4,1,0,0,9,1,0,30,0,70,3.5014409221902016,2014,0,245.10086455331412
17959,0,0,4,1,1,1,8,1,0,60,0,102,3.9147005444646097,2013,1,399.29945553539017
14462,0,0,3,1,0,0,3,0,0,150,0,77,2.1136363636363638,2014,0,162.75
7741,1,1,2,1,9,3,2,0,0,60,0,17,2.488372093023256,2014,0,42.30232558139535
19137,0,0,4,1,10,2,2,0,0,60,0,170,3.978683966635774,2014,1,676.3762743280815
20206,1,0,5,1,6,1,4,0,0,60,0,83,5.880782918149467,2013,0,488.10498220640574
2175,1,1,1,0,9,0,5,1,2,60,0,2,4.666666666666667,2013,0,9.333333333333334
28254,1,1,6,0,8,0,9,1,0,30,0,16,2.721311475409836,2014,0,43.540983606557376
3610,0,1,1,0,2,2,0,0,0,120,0,15,2.352272727272727,2013,1,35.28409090909091
6989,1,1,1,0,1,0,0,0,0,120,0,4,2.75,2014,1,11.0
14890,1,1,3,1,7,0,6,0,0,60,0,6,2.108108108108108,2014,0,12.648648648648647
21938,0,0,5,0,9,2,1,0,0,60,1,76,4.458702064896755,2013,1,338.8613569321534
21791,0,0,5,0,0,0,7,0,0,120,0,122,3.8982035928143715,2013,1,475.5808383233533
24206,1,1,5,1,1,2,8,0,0,120,0,18,3.3741935483870966,2014,0,60.73548387096774
17779,1,0,4,1,8,2,6,0,0,30,0,57,5.053872053872054,2013,1,288.07070707070704
5879,0,0,1,0,1,0,5,1,0,60,0,48,4.099264705882353,2014,1,196.76470588235296
23594,1,1,5,1,1,2,1,1,0,60,0,27,3.9526315789473685,2014,0,106.72105263157894
9910,1,1,2,1,0,1,6,1,0,60,0,21,4.144736842105263,2014,1,87.03947368421052
8943,0,0,2,1,5,1,4,1,0,30,0,66,2.769547325102881,2014,0,182.79012345679013
27168,1,1,6,1,5,1,0,0,0,30,0,3,2.3333333333333335,2013,1,7.0
16016,0,0,3,0,6,0,4,0,0,60,0,78,1.9375,2014,1,151.125
4989,0,1,1,0,8,2,9,1,0,60,0,19,2.2142857142857144,2014,0,42.07142857142858
14385,1,1,3,1,1,0,8,0,1,60,0,24,2.025,2014,0,48.599999999999994
19031,0,0,4,1,6,0,9,0,0,90,0,85,3.6020408163265305,2014,1,306.1734693877551
22502,0,0,5,0,0,0,3,0,0,120,1,113,4.045508982035928,2013,1,457.1425149700599
18720,0,0,4,0,7,1,6,0,0,150,0,65,3.8262295081967213,2014,1,248.70491803278688
2162,0,0,1,0,5,2,2,0,0,90,0,53,2.3555555555555556,2013,0,124.84444444444445
14173,1,1,3,0,6,4,6,1,0,130,0,25,2.691729323308271,2013,1,67.29323308270678
1809,1,0,1,0,3,2,3,1,0,60,0,86,2.6666666666666665,2013,0,229.33333333333331
1376,1,1,1,0,10,2,5,0,1,120,0,13,3.0476190476190474,2013,0,39.61904761904762
10929,0,0,2,1,0,1,7,0,0,30,0,79,9.185243328100471,2014,1,725.6342229199372
2802,1,1,1,0,3,2,6,1,0,60,0,3,1.7,2013,1,5.1
1726,1,1,1,0,9,0,2,0,0,60,0,20,2.5944055944055946,2013,0,51.888111888111894
10541,1,1,2,0,0,0,2,0,0,150,0,4,2.5454545454545454,2014,1,10.181818181818182
28140,0,0,6,0,0,2,6,1,0,30,1,117,3.605726872246696,2014,0,421.8700440528634
2683,0,0,1,0,0,0,9,1,0,120,1,107,2.634469696969697,2013,1,281.88825757575756
21060,1,1,5,1,7,2,2,0,0,90,0,5,3.1,2013,0,15.5
27333,0,0,6,0,1,2,7,0,0,30,0,33,4.277486910994765,2013,1,141.15706806282722
3565,1,1,1,0,10,0,5,1,0,60,0,3,2.736842105263158,2013,1,8.210526315789474
3505,1,1,1,0,2,2,1,1,0,60,0,15,2.727272727272727,2013,1,40.90909090909091
6975,1,1,1,0,6,2,6,1,0,60,0,35,2.1134751773049647,2014,1,73.97163120567376
14280,1,1,3,1,7,2,8,0,0,60,0,11,1.640625,2013,1,18.046875
24425,0,0,5,1,3,2,1,0,0,60,0,129,5.108148148148148,2014,0,658.9511111111111
14816,0,0,3,1,3,0,6,0,0,60,0,115,1.7261580381471389,2014,0,198.50817438692096
23176,1,1,5,1,10,2,1,1,0,60,0,7,4.76,2013,1,33.32
20960,1,1,5,1,3,2,2,1,0,60,0,32,1.986046511627907,2013,0,63.55348837209302
21576,1,0,5,1,0,0,5,0,1,60,0,99,4.245353159851301,2013,1,420.2899628252788
11102,1,0,2,1,6,0,4,1,0,60,0,78,4.15727002967359,2014,1,324.26706231454006
15099,1,1,3,0,12,0,5,0,0,120,0,9,1.5593220338983051,2014,0,14.033898305084746
6459,1,1,1,0,1,2,0,1,0,60,0,8,5.92,2014,1,47.36
14959,0,0,3,1,1,0,1,0,0,60,0,108,2.3066666666666666,2014,0,249.12
5856,1,0,1,0,2,0,0,0,0,60,0,32,3.683333333333333,2014,1,117.86666666666666
21846,1,0,5,1,0,2,2,0,1,60,0,120,4.375141242937853,2013,1,525.0169491525423
6679,1,1,1,0,0,2,3,0,0,60,0,15,2.905263157894737,2014,1,43.578947368421055
10797,1,1,2,1,6,1,3,0,0,60,0,33,4.905555555555556,2014,1,161.88333333333335
11515,1,1,3,1,6,0,0,0,0,60,1,24,2.172972972972973,2013,0,52.15135135135135
15372,0,0,3,1,5,2,2,1,1,90,0,204,2.5665529010238908,2014,0,523.5767918088737
517,0,0,0,0,11,1,7,0,1,60,0,146,3.320809248554913,2014,1,484.83815028901734
27685,0,0,6,0,8,2,5,1,0,30,0,20,2.878504672897196,2013,1,57.570093457943926
15911,0,1,3,1,0,2,1,0,0,60,0,31,1.9871794871794872,2014,1,61.6025641025641
14698,0,0,3,1,11,0,7,0,0,180,0,54,3.6082474226804124,2014,0,194.84536082474227
8557,1,0,2,0,0,2,3,0,0,60,0,52,3.763392857142857,2014,0,195.69642857142858
18350,0,0,4,1,9,0,5,0,0,30,0,198,2.96,2014,0,586.08
5611,1,1,1,0,3,2,0,1,0,120,0,2,2.3333333333333335,2014,1,4.666666666666667
21316,0,0,5,1,8,1,2,1,0,120,0,91,4.557086614173229,2013,1,414.6948818897638
9187,1,1,2,1,1,0,0,0,1,180,0,4,1.4615384615384615,2014,1,5.846153846153846
15825,1,1,3,0,1,2,5,1,1,120,0,12,2.25,2014,1,27.0
7163,0,0,1,0,8,1,6,1,0,120,0,41,4.552188552188552,2014,1,186.63973063973063
24069,1,1,5,1,9,2,0,1,0,60,0,7,1.8048780487804879,2014,0,12.634146341463415
27861,0,0,6,0,0,2,6,0,0,30,0,46,4.3304347826086955,2014,0,199.2
16737,0,1,3,0,6,0,5,0,0,120,0,31,2.6178343949044587,2014,1,81.15286624203821
23456,1,0,5,1,7,0,6,0,0,60,0,46,3.643705463182898,2014,0,167.6104513064133
24037,1,1,5,1,0,2,6,1,0,60,1,23,4.467153284671533,2014,0,102.74452554744526
22384,1,1,5,1,7,0,3,0,0,90,0,6,2.5319148936170213,2013,1,15.191489361702128
6024,0,0,1,1,3,2,0,1,0,60,0,84,3.4851657940663174,2014,1,292.75392670157066
18761,0,0,4,1,9,0,2,0,0,60,0,97,3.0901213171577124,2014,1,299.7417677642981
8263,0,0,2,1,12,1,8,0,0,30,0,125,3.2905263157894735,2014,0,411.31578947368416
12062,0,0,3,1,5,2,6,1,0,60,0,164,3.105583756345178,2013,0,509.3157360406092
4503,1,1,1,0,8,0,1,0,1,60,0,6,1.7741935483870968,2014,0,10.64516129032258
14018,0,0,3,1,5,0,2,0,0,90,0,112,1.8985849056603774,2013,1,212.64150943396226
14745,1,1,3,1,6,1,6,0,1,120,0,7,4.2727272727272725,2014,0,29.909090909090907
12932,1,0,3,0,8,0,6,0,0,60,0,53,2.3554502369668247,2013,1,124.8388625592417
7606,1,1,2,1,9,0,2,0,0,90,0,10,4.117647058823529,2014,0,41.17647058823529
15962,1,1,3,0,9,0,0,0,1,150,1,33,2.4408602150537635,2014,1,80.54838709677419
2068,0,1,1,0,1,0,1,0,0,60,0,20,1.9824561403508771,2013,0,39.64912280701754
22070,1,1,5,1,3,0,1,0,0,60,0,36,3.9361702127659575,2013,1,141.70212765957447
16491,0,0,3,1,6,2,9,0,0,60,0,159,2.5458996328029375,2014,1,404.79804161566705
8191,1,1,2,1,6,1,8,0,0,120,0,11,2.981818181818182,2014,0,32.800000000000004
17382,0,0,4,1,7,0,7,0,0,150,0,85,4.03899721448468,2013,1,343.3147632311978
22926,0,0,5,1,8,0,5,1,0,90,0,151,4.991159135559921,2013,1,753.6650294695481
22706,0,0,5,1,12,0,5,0,0,60,0,187,5.169977924944813,2013,1,966.7858719646799
16376,0,0,3,1,3,2,5,1,0,120,0,222,3.6212914485165792,2014,1,803.9267015706806
21144,0,0,5,0,1,1,2,1,0,120,0,58,5.8827361563517915,2013,0,341.19869706840393
5980,0,1,1,0,10,0,1,0,0,60,0,19,2.5833333333333335,2014,1,49.083333333333336
15044,0,0,3,1,8,0,9,0,0,90,0,91,1.9727272727272727,2014,0,179.5181818181818
22824,0,0,5,1,8,2,0,0,0,120,0,256,5.7829196466133785,2013,1,1480.427429533025
8452,0,0,2,1,8,1,9,1,0,90,1,63,3.171945701357466,2014,0,199.83257918552036
14979,1,1,3,1,4,0,3,0,0,60,0,27,2.032258064516129,2014,0,54.87096774193548
29179,1,1,6,0,2,2,3,0,0,30,0,4,3.111111111111111,2014,1,12.444444444444445
21465,1,1,5,1,1,2,1,0,0,60,0,2,2.5555555555555554,2013,1,5.111111111111111
21078,1,1,5,1,6,2,3,0,0,60,0,19,3.3125,2013,0,62.9375
13845,1,1,3,1,10,1,1,1,0,60,0,4,1.4444444444444444,2013,1,5.777777777777778
15847,1,1,3,0,7,0,3,1,0,120,0,2,3.6,2014,1,7.2
10894,1,1,2,1,6,0,3,0,0,60,0,5,4.575757575757576,2014,1,22.878787878787882
5592,0,0,1,0,3,2,5,1,1,60,0,71,3.2413793103448274,2014,1,230.13793103448273
28225,0,0,6,0,8,0,8,0,0,30,0,21,3.0082644628099175,2014,0,63.17355371900827
6036,0,0,1,1,6,0,0,0,0,60,0,62,3.768472906403941,2014,1,233.64532019704433
20966,0,0,5,1,9,0,7,0,0,60,0,119,5.982897384305835,2013,0,711.9647887323944
6504,1,1,1,0,5,1,3,1,0,120,0,1,6.0,2014,1,6.0
15732,0,0,3,1,12,1,4,0,0,60,0,119,2.138486312399356,2014,1,254.47987117552336
2278,1,1,1,0,1,0,6,0,0,60,0,9,2.292682926829268,2013,1,20.634146341463413
23677,1,1,5,1,4,0,2,0,2,60,0,17,1.9145299145299146,2014,0,32.547008547008545
4884,0,1,1,0,10,1,4,0,0,60,0,18,2.4523809523809526,2014,0,44.142857142857146
27219,0,0,6,0,9,2,3,0,0,30,0,45,3.2737430167597767,2013,1,147.31843575418995
6587,1,1,1,0,3,0,1,0,0,60,0,3,2.25,2014,1,6.75
20132,0,0,5,1,0,1,6,1,0,90,0,83,4.398785425101215,2013,0,365.09919028340084
185,0,0,0,0,3,2,8,1,0,60,0,57,3.0225225225225225,2013,1,172.28378378378378
2512,1,1,1,0,10,2,1,1,1,60,0,6,2.0714285714285716,2013,1,12.42857142857143
3307,0,1,1,0,8,2,6,0,0,60,1,23,2.1067961165048543,2013,1,48.45631067961165
19866,0,0,5,0,8,0,2,1,0,60,0,104,4.665764546684709,2013,0,485.2395128552098
20790,0,0,5,0,0,0,8,0,0,60,1,140,5.517552657973922,2013,0,772.457372116349
3722,0,0,1,0,6,0,0,1,0,120,0,39,3.8047619047619046,2013,1,148.38571428571427
16661,1,0,3,0,0,2,5,1,0,60,1,99,2.1346153846153846,2014,1,211.32692307692307
10012,1,1,2,1,12,0,1,0,0,30,0,1,3.0,2014,1,3.0
10714,1,1,2,1,7,0,5,1,0,60,0,16,2.660377358490566,2014,1,42.56603773584906
23497,1,1,5,0,6,2,0,0,1,90,0,38,3.9344262295081966,2014,0,149.50819672131146
9111,0,0,2,0,3,1,2,0,0,30,1,56,2.698305084745763,2014,1,151.10508474576272
9830,1,1,2,1,11,2,9,0,0,150,0,6,1.3888888888888888,2014,1,8.333333333333332
4682,1,0,1,0,1,0,1,0,0,180,0,38,3.1724137931034484,2014,0,120.55172413793105
2045,1,0,1,0,6,2,4,0,0,60,0,82,2.382978723404255,2013,0,195.40425531914892
1110,1,1,1,0,3,2,4,0,0,60,0,4,1.9333333333333333,2013,0,7.733333333333333
9560,0,0,2,1,1,2,1,1,0,60,0,63,3.413597733711048,2014,1,215.05665722379604
14282,1,1,3,1,6,2,5,0,1,60,0,14,2.8536585365853657,2013,1,39.951219512195124
24214,1,1,5,1,0,0,0,0,0,90,0,32,3.0760233918128654,2014,0,98.4327485380117
16417,0,0,3,1,6,2,7,0,0,60,1,116,1.6257197696737045,2014,1,188.58349328214973
1297,1,0,1,0,9,0,8,1,0,150,0,29,2.253623188405797,2013,0,65.35507246376811
7,0,0,0,0,5,0,9,0,0,120,0,105,2.689265536723164,2013,1,282.37288135593224
9968,1,0,2,1,9,0,3,1,0,60,0,55,4.927835051546392,2014,1,271.03092783505156
27023,0,0,6,0,3,0,1,0,0,30,0,25,2.8551724137931034,2013,1,71.37931034482759
29111,0,0,6,0,6,2,6,0,0,30,0,28,2.6551724137931036,2014,1,74.3448275862069
3383,0,1,1,0,10,0,6,1,0,120,0,12,2.7454545454545456,2013,1,32.945454545454545
15040,0,0,3,1,10,0,5,0,0,60,0,83,2.785507246376812,2014,0,231.19710144927538
11073,0,0,2,1,6,0,0,1,0,90,1,106,4.0783242258652095,2014,1,432.3023679417122
9583,1,1,2,1,3,1,2,1,0,30,0,28,3.3053435114503817,2014,1,92.54961832061069
22937,0,0,5,1,8,0,7,1,0,90,0,119,4.697802197802198,2013,1,559.0384615384615
3428,0,0,1,0,6,0,6,1,0,60,0,38,2.3313253012048194,2013,1,88.59036144578313
4894,0,0,1,0,1,2,9,0,0,60,0,37,2.1885714285714286,2014,0,80.97714285714287
26382,0,0,5,1,0,1,8,0,0,120,0,44,4.333333333333333,2014,1,190.66666666666666
3889,1,1,1,0,9,2,6,0,0,120,0,4,2.6,2013,1,10.4
9161,1,1,2,1,8,0,5,1,1,30,0,2,2.375,2014,1,4.75
20969,0,0,5,1,11,0,6,0,0,60,0,226,3.6658749010292953,2013,0,828.4877276326207
2645,0,0,1,0,3,2,2,0,0,60,0,78,2.652173913043478,2013,1,206.86956521739128
28357,0,0,6,0,0,2,2,1,0,30,0,46,2.9911504424778763,2014,0,137.59292035398232
15033,1,1,3,1,6,0,6,0,0,60,0,9,2.440677966101695,2014,0,21.966101694915256
10626,1,1,2,1,9,0,6,0,0,90,1,2,1.25,2014,1,2.5
3292,0,0,1,0,12,1,3,1,0,60,0,46,2.8205128205128207,2013,1,129.74358974358975
27105,1,0,6,0,12,2,0,0,0,30,0,20,3.0144927536231885,2013,1,60.289855072463766
18080,1,1,4,1,6,1,8,0,0,60,0,8,2.85,2014,0,22.8
18265,0,0,4,1,3,0,4,1,0,120,0,43,4.763948497854077,2014,0,204.8497854077253
19595,0,0,4,1,11,3,3,0,0,90,0,63,4.836065573770492,2014,1,304.672131147541
28860,0,0,6,0,9,2,1,0,0,30,0,56,2.745614035087719,2014,1,153.75438596491227
27586,0,0,6,1,5,0,2,1,0,30,0,52,3.8862559241706163,2013,1,202.08530805687204
15753,1,1,3,0,6,0,4,0,0,60,0,18,2.1621621621621623,2014,1,38.91891891891892
7673,1,1,2,1,5,0,0,0,0,90,0,16,3.4069767441860463,2014,0,54.51162790697674
3115,0,0,1,0,3,0,3,0,0,60,1,68,2.7635135135135136,2013,1,187.91891891891893
24305,0,0,5,1,6,2,2,1,0,60,0,169,4.460346399270739,2014,0,753.7985414767548
13191,1,1,3,1,7,0,8,0,1,60,0,30,3.1262135922330097,2013,1,93.7864077669903
5832,0,0,1,0,3,1,0,0,0,60,0,156,3.0068775790921594,2014,1,469.0729023383769
21679,0,1,5,1,7,0,5,0,0,60,0,31,4.541463414634146,2013,1,140.78536585365853
22830,1,0,5,1,7,0,8,0,0,120,0,46,3.152542372881356,2013,1,145.01694915254237
487,1,0,0,1,0,0,7,0,0,60,0,126,1.8313856427378965,2014,1,230.75459098497495
7655,1,1,2,0,6,0,9,0,0,90,0,22,5.280487804878049,2014,0,116.17073170731707
24738,0,0,5,1,12,2,0,0,0,60,1,185,4.511691884456671,2014,0,834.6629986244842
26443,1,1,5,1,8,2,4,0,0,180,0,30,3.2222222222222223,2014,1,96.66666666666667
3210,0,0,1,0,2,0,0,0,0,90,1,96,2.1899109792284865,2013,1,210.23145400593472
10900,1,1,2,1,6,1,5,0,0,60,0,8,4.310344827586207,2014,1,34.48275862068966
4072,1,0,1,0,11,0,4,0,1,60,0,35,1.8153846153846154,2013,1,63.53846153846154
5375,0,1,1,0,10,3,0,1,0,60,0,20,2.781609195402299,2014,0,55.632183908045974
13211,1,1,3,1,11,2,4,0,0,60,0,6,1.9545454545454546,2013,1,11.727272727272727
14969,1,1,3,0,4,0,8,0,0,60,0,26,1.8095238095238095,2014,0,47.04761904761905
15935,0,1,3,0,11,0,1,0,1,90,1,30,1.2419354838709677,2014,1,37.25806451612903
1594,0,0,1,0,9,1,3,1,0,60,0,53,4.281899109792285,2013,0,226.94065281899108
28466,1,1,6,0,9,2,7,0,0,30,0,12,2.519230769230769,2014,0,30.23076923076923
22844,0,0,5,1,5,2,8,0,0,60,0,163,5.092964824120603,2013,1,830.1532663316583
21851,1,1,5,1,10,0,9,0,2,60,0,3,2.4545454545454546,2013,1,7.363636363636363
17457,1,1,4,1,0,2,4,0,0,30,0,15,5.351063829787234,2013,1,80.26595744680851
25847,1,1,5,1,7,0,6,0,0,90,1,33,2.0444444444444443,2014,1,67.46666666666667
12043,1,1,3,1,9,2,9,0,0,60,0,19,2.173076923076923,2013,0,41.28846153846153
20788,0,0,5,0,0,0,3,1,0,60,0,196,4.316100443131463,2013,0,845.9556868537667
27388,0,1,6,0,1,0,5,0,0,30,0,13,2.5531914893617023,2013,1,33.19148936170213
22472,1,0,5,1,12,2,0,1,0,60,0,61,4.383812010443864,2013,1,267.41253263707574
7411,1,1,2,0,5,1,2,1,0,150,1,39,7.517587939698492,2014,0,293.1859296482412
21430,0,0,5,1,9,0,5,0,1,60,0,69,4.583333333333333,2013,1,316.25
17138,0,0,4,1,11,2,6,0,0,120,0,82,3.3926940639269407,2013,1,278.20091324200916
14955,0,0,3,1,10,1,9,1,0,60,0,134,2.239693192713327,2014,0,300.1188878235858
15101,1,0,3,1,10,0,8,0,0,60,0,61,1.8044692737430168,2014,0,110.07262569832403
4901,0,0,1,0,12,0,6,1,0,60,0,105,3.1792618629173988,2014,0,333.82249560632687
18647,0,0,4,1,0,2,8,1,0,30,0,86,2.7695961995249405,2014,0,238.18527315914488
4366,0,0,1,1,3,0,1,0,0,120,0,95,1.933806146572104,2014,0,183.71158392434987
3189,0,0,1,0,3,1,3,1,0,60,0,58,3.092250922509225,2013,1,179.35055350553506
11614,1,1,3,1,4,0,1,0,1,60,0,4,2.142857142857143,2013,0,8.571428571428571
7906,1,1,2,1,5,0,7,0,0,30,0,21,2.4134615384615383,2014,0,50.68269230769231
19258,1,1,4,1,8,0,9,0,0,60,0,1,1.0,2014,1,1.0
26450,0,0,5,1,1,0,1,0,0,60,0,48,4.606145251396648,2014,1,221.09497206703912
24796,0,0,5,1,10,2,3,0,0,60,0,147,4.478599221789883,2014,1,658.3540856031128
10056,1,1,2,1,12,1,9,0,0,60,0,28,4.0534351145038165,2014,1,113.49618320610686
3593,0,0,1,0,10,0,0,0,0,60,0,30,2.5694444444444446,2013,1,77.08333333333334
27288,0,0,6,0,4,0,0,1,0,30,0,28,3.206611570247934,2013,1,89.78512396694215
24101,1,1,5,1,0,0,0,0,0,120,0,37,3.4615384615384617,2014,0,128.0769230769231
7816,1,1,2,1,0,0,7,0,0,90,0,9,3.693877551020408,2014,0,33.244897959183675
9683,0,1,2,1,9,2,5,0,0,120,0,44,3.4150943396226414,2014,1,150.26415094339623
3484,1,1,1,0,8,2,7,0,0,90,1,7,1.434782608695652,2013,1,10.043478260869565
4085,0,0,1,0,7,2,7,1,0,60,0,96,2.393177737881508,2013,1,229.74506283662475
17653,0,0,4,0,7,0,5,0,0,120,0,64,4.044303797468355,2013,1,258.8354430379747
24887,0,0,5,1,12,0,6,0,0,180,0,100,2.6281094527363185,2014,1,262.81094527363183
21483,0,0,5,1,7,0,8,0,0,90,0,51,3.3848484848484848,2013,1,172.62727272727273
28767,1,1,6,0,10,2,5,1,0,30,1,26,1.5526315789473684,2014,1,40.368421052631575
5833,0,1,1,0,8,2,9,0,0,60,0,27,3.4705882352941178,2014,1,93.70588235294117
10014,1,1,2,0,10,2,5,0,0,120,0,3,5.357142857142857,2014,1,16.07142857142857
13174,1,1,3,1,1,2,4,1,0,60,0,7,2.342857142857143,2013,1,16.400000000000002
14727,1,1,3,0,10,0,4,0,1,180,0,35,2.494186046511628,2014,0,87.29651162790698
818,1,1,1,0,12,2,0,0,2,60,0,20,2.991869918699187,2013,0,59.83739837398374
4631,0,0,1,1,1,0,5,0,0,180,0,48,2.295336787564767,2014,0,110.17616580310882
15150,0,0,3,1,8,0,5,0,0,60,0,150,2.72182006204757,2014,0,408.27300930713545
14693,1,1,3,1,6,1,5,0,2,120,0,11,2.24,2014,0,24.64
23119,0,0,5,1,4,0,9,0,0,60,0,139,3.9732758620689657,2013,1,552.2853448275862
5073,1,1,1,0,0,2,7,1,0,60,1,6,2.1951219512195124,2014,0,13.170731707317074
28080,0,0,6,0,1,0,4,0,0,30,0,79,3.508641975308642,2014,0,277.18271604938275
15217,0,0,3,1,1,1,7,0,0,60,0,80,2.1861924686192467,2014,0,174.89539748953973
17181,0,0,4,1,1,2,2,0,0,30,0,53,3.781569965870307,2013,1,200.42320819112626
17488,1,0,4,1,6,1,4,0,0,150,0,59,3.4971428571428573,2013,1,206.33142857142857
8036,0,0,2,1,1,2,6,0,0,30,0,54,3.6136363636363638,2014,0,195.13636363636365
1128,1,0,1,0,8,2,9,1,0,60,0,38,3.003623188405797,2013,0,114.13768115942028
14981,1,0,3,0,5,0,1,0,0,60,0,103,2.543581616481775,2014,0,261.98890649762285
24090,0,0,5,1,9,2,9,0,0,90,0,64,4.48491879350348,2014,0,287.03480278422273
2575,0,0,1,0,7,2,9,0,1,120,0,58,2.056410256410256,2013,1,119.27179487179487
5364,1,1,1,0,8,2,4,0,0,60,1,24,2.457943925233645,2014,0,58.990654205607484
8924,0,0,2,0,0,1,9,0,0,60,0,72,3.284182305630027,2014,0,236.46112600536193
14291,1,0,3,1,10,0,4,0,0,60,0,139,2.8136363636363635,2013,1,391.0954545454545
17960,1,1,4,1,6,0,0,1,0,90,0,2,3.55,2013,1,7.1
8378,0,0,2,0,3,0,4,0,0,90,0,99,4.150197628458498,2014,0,410.8695652173913
8078,1,1,2,0,12,0,2,0,0,120,0,5,3.7777777777777777,2014,0,18.88888888888889
17264,0,0,4,1,4,0,3,0,0,90,0,143,3.200557103064067,2013,1,457.6796657381616
20189,1,1,5,1,6,2,0,0,0,75,0,5,1.875,2013,0,9.375
5902,0,1,1,0,5,2,0,0,0,60,0,22,3.519607843137255,2014,1,77.43137254901961
15644,0,0,3,1,4,0,6,0,1,60,0,89,1.621782178217822,2014,1,144.33861386138614
7033,1,1,1,0,10,2,2,0,0,60,0,11,2.0444444444444443,2014,1,22.488888888888887
3842,0,0,1,0,2,0,5,1,0,60,0,174,2.9486692015209126,2013,1,513.0684410646388
